R,G,B,Label,Confidence
22,113,50,green,perfect
54,55,38,brown,poor
13,76,62,green,poor
197,17,72,red,perfect
203,201,170,brown,poor
80,92,124,blue,poor
115,97,32,brown,good
1,175,8,red,poor
77,151,20,green,perfect
186,149,170,pink,poor
160,184,185,grey,poor
22,77,70,green,poor
58,32,65,purple,good
86,4,214,blue,poor
172,180,62,yellow,poor
127,53,228,purple,perfect
51,105,170,blue,perfect
87,102,27,green,good
122,92,9,brown,perfect
50,34,54,black,good
168,105,20,orange,good
140,40,13,red,good
114,183,177,blue,poor
81,77,120,purple,good
17,188,10,green,perfect
25,22,48,black,perfect
81,103,94,grey,poor
28,50,105,blue,perfect
145,98,160,purple,perfect
80,87,150,purple,good
127,136,124,grey,good
136,199,141,green,good
61,59,57,black,poor
210,200,49,yellow,good
27,45,53,black,perfect
22,21,97,blue,perfect
9,108,184,blue,perfect
35,44,78,blue,good
92,32,66,purple,poor
13,13,135,blue,perfect
99,58,67,red,good
151,178,150,green,good
75,100,244,blue,perfect
21,207,209,blue,poor
116,35,201,purple,perfect
110,74,91,red,poor
77,160,67,green,perfect
167,143,143,pink,poor
9,93,18,green,perfect
24,24,53,black,poor
40,46,22,green,poor
192,236,248,blue,good
11,75,29,green,good
121,167,88,green,good
191,184,190,purple,poor
143,93,233,purple,perfect
100,100,95,grey,perfect
132,62,182,purple,perfect
181,26,163,pink,perfect
133,205,159,green,good
117,35,169,purple,perfect
195,202,188,grey,perfect
197,136,131,pink,poor
130,59,161,purple,perfect
21,59,48,green,good
239,151,210,pink,perfect
146,209,238,blue,good
182,35,133,pink,poor
20,35,163,blue,perfect
162,29,20,red,perfect
161,136,213,purple,good
153,19,171,purple,perfect
125,172,172,green,good
100,103,66,green,good
116,143,164,blue,poor
186,179,132,brown,poor
100,136,145,blue,poor
73,15,53,black,poor
174,132,180,purple,good
195,208,177,green,poor
160,109,157,purple,good
115,49,148,purple,good
4,144,95,green,good
143,109,202,purple,perfect
122,118,140,grey,good
144,135,120,brown,good
139,136,133,grey,poor
179,165,139,brown,good
111,231,97,green,perfect
119,67,84,red,poor
30,143,163,blue,good
138,194,43,green,good
91,146,128,green,poor
61,173,73,green,perfect
126,117,64,brown,poor
108,152,181,blue,good
167,159,62,brown,poor
3,130,68,green,good
174,50,156,purple,perfect
204,222,210,grey,poor
79,49,15,brown,perfect
145,13,76,red,poor
109,46,90,purple,perfect
159,157,159,white,perfect
104,187,4,green,perfect
135,150,57,green,good
75,62,142,blue,poor
47,52,50,black,poor
100,77,91,pink,poor
140,130,140,grey,good
58,116,113,green,poor
95,87,131,purple,poor
54,88,76,green,poor
141,116,34,orange,poor
152,180,154,green,poor
239,35,82,pink,perfect
129,141,29,green,good
119,20,85,purple,good
211,204,237,purple,good
12,74,102,red,poor
31,128,170,blue,good
113,10,28,brown,good
41,187,52,green,perfect
80,221,29,green,perfect
28,18,36,purple,perfect
59,58,60,grey,perfect
148,17,136,purple,perfect
127,93,179,purple,good
68,182,50,green,perfect
146,191,120,green,good
114,138,174,blue,good
121,117,120,grey,good
45,145,152,blue,poor
134,130,134,grey,good
161,61,11,orange,good
68,68,114,blue,good
112,77,3,brown,perfect
156,140,167,purple,poor
8,4,6,black,perfect
91,73,166,purple,perfect
58,141,166,blue,poor
146,135,167,purple,poor
152,107,149,pink,poor
74,248,40,green,perfect
34,28,65,black,good
186,145,165,pink,poor
203,74,96,red,good
175,152,219,purple,good
199,6,45,red,perfect
144,86,78,brown,good
161,159,153,green,poor
58,171,41,green,good
159,158,150,green,poor
137,77,125,purple,poor
159,179,159,red,poor
136,157,124,green,perfect
102,116,111,grey,good
200,149,88,brown,good
74,78,93,black,good
96,170,45,green,perfect
47,120,63,green,perfect
120,128,150,green,good
233,162,182,pink,perfect
56,39,227,blue,perfect
118,131,212,purple,good
61,89,71,green,perfect
194,161,67,brown,good
58,51,52,red,poor
42,17,107,purple,good
103,187,90,green,perfect
142,186,10,green,good
209,177,189,pink,good
114,3,144,purple,good
109,61,205,purple,perfect
128,7,102,red,poor
104,92,190,purple,good
29,28,29,black,good
57,82,63,green,good
221,231,209,green,poor
127,0,208,purple,good
116,154,122,green,good
113,132,62,green,good
221,132,96,orange,good
189,185,17,green,good
119,1,228,red,poor
178,178,165,grey,good
47,52,77,blue,poor
160,96,32,white,perfect
133,109,75,brown,perfect
107,77,141,purple,good
86,40,138,purple,perfect
71,148,102,green,perfect
174,231,222,blue,perfect
225,244,130,yellow,perfect
46,105,92,green,good
23,157,109,green,perfect
120,199,135,green,perfect
45,102,70,green,good
55,63,124,blue,good
171,181,176,green,good
98,9,33,red,perfect
80,122,153,blue,perfect
80,138,118,green,perfect
166,90,166,red,poor
100,153,196,blue,perfect
51,133,213,blue,perfect
5,176,106,green,perfect
29,10,36,black,perfect
216,150,167,pink,good
144,10,202,purple,perfect
56,3,82,blue,poor
99,104,80,green,poor
230,201,219,pink,good
90,78,26,green,poor
52,3,8,black,poor
184,80,135,purple,poor
225,162,160,red,poor
145,130,87,brown,poor
148,63,75,red,poor
221,239,186,yellow,poor
66,56,51,black,good
79,90,143,blue,poor
90,116,193,blue,good
151,205,126,green,good
106,130,95,green,poor
71,176,164,green,poor
116,90,113,purple,poor
72,14,165,blue,poor
144,213,114,green,good
216,219,188,yellow,poor
39,59,35,green,poor
81,32,61,red,poor
147,149,117,brown,poor
202,217,35,yellow,poor
136,57,123,purple,poor
99,105,99,grey,good
59,128,167,blue,poor
125,130,135,grey,poor
201,174,214,purple,poor
101,79,152,blue,poor
70,102,66,green,perfect
163,60,73,red,good
83,234,28,green,perfect
28,18,36,black,perfect
159,39,132,purple,poor
141,109,97,brown,perfect
156,160,145,grey,perfect
13,100,99,green,poor
94,141,144,blue,poor
217,197,175,brown,poor
185,113,183,pink,poor
54,55,69,grey,good
109,79,114,purple,good
140,54,210,purple,perfect
31,148,51,green,perfect
204,210,197,grey,good
64,28,3,brown,perfect
153,144,190,purple,good
199,5,210,pink,good
152,244,6,green,perfect
156,147,189,purple,good
116,88,81,brown,perfect
174,126,128,brown,poor
81,177,125,green,perfect
72,94,125,blue,good
120,102,87,brown,perfect
222,215,239,purple,good
11,6,15,black,perfect
248,143,148,pink,poor
185,186,208,blue,poor
179,178,180,grey,good
113,108,109,grey,perfect
120,7,156,purple,perfect
81,14,224,blue,perfect
171,81,177,purple,good
119,61,94,red,poor
37,65,173,blue,good
40,133,38,green,good
0,38,183,blue,perfect
136,150,160,grey,good
179,99,146,pink,good
107,192,194,blue,poor
101,189,97,green,good
84,82,83,grey,perfect
122,101,93,brown,perfect
168,78,52,black,poor
220,178,195,pink,good
128,213,212,blue,poor
153,184,65,green,good
61,17,10,brown,good
172,80,46,brown,good
143,152,152,grey,perfect
85,5,172,purple,perfect
133,112,124,grey,poor
74,89,62,green,good
50,136,125,green,poor
81,166,33,green,good
7,10,20,black,perfect
60,92,103,green,poor
113,163,120,green,good
89,43,78,purple,poor
176,162,177,grey,good
150,149,154,grey,perfect
24,162,24,green,perfect
49,44,33,black,good
131,104,113,brown,poor
110,111,116,grey,perfect
164,88,45,brown,good
114,18,83,purple,poor
143,3,114,purple,poor
112,96,158,purple,poor
208,204,208,grey,good
99,163,2,green,good
113,44,32,brown,good
158,137,80,green,poor
37,76,191,blue,good
116,25,69,purple,poor
104,95,9,green,good
237,165,236,pink,good
126,64,2,brown,good
182,194,187,grey,poor
56,26,72,purple,poor
111,116,125,grey,poor
150,187,192,blue,poor
119,109,178,purple,good
166,163,162,grey,good
110,90,140,purple,poor
39,41,31,black,good
94,145,86,green,good
183,157,194,purple,poor
140,130,75,green,poor
211,165,21,yellow,good
92,70,71,brown,good
165,15,235,purple,good
112,97,76,brown,poor
1,89,17,green,good
176,31,61,red,poor
170,52,112,purple,poor
138,70,200,purple,poor
124,176,92,green,good
54,118,74,green,perfect
26,28,79,blue,good
55,110,37,green,good
132,141,142,grey,perfect
35,31,36,brown,poor
192,33,52,red,perfect
39,170,88,green,perfect
65,0,65,purple,perfect
131,2,163,purple,good
9,18,34,black,good
150,28,67,red,poor
110,101,140,grey,good
149,165,152,grey,poor
138,137,140,grey,good
14,41,24,green,good
171,91,208,purple,good
120,1,47,red,good
74,45,148,purple,good
75,164,146,green,poor
61,14,11,brown,perfect
45,123,154,blue,poor
70,10,80,purple,good
1,180,71,green,good
153,123,144,pink,poor
97,27,74,purple,good
199,64,16,orange,good
42,97,88,green,poor
13,47,80,blue,good
86,47,70,red,poor
125,127,136,grey,good
9,55,162,blue,perfect
230,205,225,pink,good
148,134,160,purple,poor
182,141,131,orange,poor
187,207,81,yellow,poor
148,134,217,purple,good
162,119,151,purple,good
58,85,123,blue,good
162,87,184,purple,perfect
24,132,79,green,perfect
97,89,27,brown,poor
18,162,209,blue,perfect
59,45,156,blue,good
63,111,192,blue,good
90,204,113,green,perfect
164,160,160,grey,perfect
111,25,119,purple,good
43,51,51,black,perfect
155,71,112,red,good
24,22,21,black,perfect
127,118,83,brown,poor
7,45,62,blue,poor
69,54,51,brown,perfect
54,53,31,brown,perfect
86,39,89,purple,good
22,26,36,black,perfect
111,126,119,grey,perfect
51,94,146,blue,perfect
93,79,58,brown,good
58,48,99,pink,good
191,192,192,grey,perfect
140,86,191,purple,good
71,75,145,blue,good
81,85,124,purple,poor
121,45,12,red,poor
28,122,94,green,perfect
54,118,120,green,perfect
71,35,99,purple,good
68,20,109,purple,perfect
163,181,30,purple,perfect
49,96,41,green,good
28,64,90,blue,good
22,111,17,green,good
54,130,39,green,perfect
11,91,224,blue,good
143,175,153,green,good
111,76,148,red,perfect
56,112,80,brown,poor
224,141,128,white,good
151,69,196,white,good
193,62,211,red,poor
100,132,26,orange,poor
217,106,153,blue,poor
188,115,159,red,poor
168,119,210,pink,good
44,99,104,orange,poor
40,56,86,red,perfect
119,109,137,black,good
91,89,133,purple,good
48,64,30,green,good
180,112,99,brown,poor
143,77,98,red,poor
202,134,141,red,poor
106,17,111,purple,good
64,13,133,blue,good
8,117,125,green,poor
8,117,125,green,poor
124,101,140,purple,good
92,90,83,green,poor
73,100,82,green,good
97,142,78,green,perfect
220,215,220,grey,poor
141,220,135,green,perfect
136,99,199,purple,perfect
173,187,97,green,good
15,6,31,black,perfect
165,206,135,green,good
105,187,75,green,perfect
19,58,155,blue,good
27,25,94,blue,good
172,185,154,grey,poor
165,155,182,purple,poor
122,87,197,purple,perfect
72,29,3,brown,perfect
231,146,234,pink,good
149,73,133,purple,perfect
209,165,200,pink,poor
53,75,195,blue,perfect
177,89,101,white,poor
177,89,101,red,poor
123,102,4,yellow,poor
212,212,185,grey,good
118,117,144,grey,good
118,142,189,blue,good
230,175,132,orange,poor
130,122,199,purple,good
159,133,129,brown,poor
26,50,31,black,poor
14,145,191,blue,good
136,181,159,green,good
41,64,34,yellow,good
162,167,167,grey,perfect
105,100,106,grey,good
107,201,103,green,perfect
136,178,64,green,perfect
94,119,40,green,good
75,116,21,green,perfect
121,44,82,brown,poor
28,25,93,blue,good
180,182,150,grey,poor
99,112,102,grey,poor
112,120,136,grey,poor
4,44,20,green,poor
93,185,19,green,good
35,164,85,green,perfect
188,79,15,red,poor
28,90,125,blue,poor
163,119,154,brown,poor
85,37,35,brown,poor
225,180,151,pink,poor
61,58,54,black,poor
168,108,149,purple,poor
122,144,209,blue,good
91,41,87,red,poor
114,114,114,grey,perfect
78,202,170,green,poor
91,203,21,green,good
97,213,153,green,poor
44,147,25,green,good
135,133,131,grey,perfect
96,118,46,green,poor
196,40,94,pink,poor
129,138,136,red,poor
227,223,230,red,perfect
90,56,222,red,good
84,65,85,red,poor
208,208,219,red,poor
126,181,191,red,poor
114,176,76,red,poor
165,19,68,red,good
107,13,124,purple,perfect
87,53,36,brown,perfect
106,88,78,brown,poor
160,181,172,green,poor
209,212,178,green,poor
84,31,1,red,good
203,144,195,pink,good
63,193,66,green,perfect
23,31,52,black,good
151,208,181,green,poor
115,145,63,green,good
26,14,54,black,perfect
57,72,56,green,poor
167,96,198,blue,good
162,149,186,purple,good
55,66,57,green,poor
114,141,56,red,poor
116,24,79,purple,good
42,20,70,red,perfect
39,71,217,blue,perfect
104,63,52,brown,good
131,204,201,blue,good
181,186,2,yellow,poor
231,172,228,pink,perfect
25,125,79,green,perfect
17,50,56,blue,poor
40,233,154,green,good
160,160,218,purple,perfect
47,66,60,green,poor
156,24,35,red,good
86,108,195,purple,poor
162,153,26,yellow,poor
167,88,113,red,poor
80,165,58,green,perfect
121,26,29,red,good
70,109,102,green,poor
190,30,106,red,poor
42,44,48,black,perfect
119,77,1,brown,perfect
179,55,26,orange,poor
181,156,120,brown,poor
116,88,141,purple,good
161,29,78,red,poor
134,98,73,brown,perfect
200,145,122,brown,perfect
65,77,64,green,good
25,54,50,green,poor
46,62,23,green,poor
111,146,88,green,perfect
158,178,149,green,good
59,150,189,blue,good
223,213,197,grey,good
33,69,58,green,good
196,237,10,green,perfect
59,165,98,green,perfect
35,151,34,green,perfect
136,140,150,grey,perfect
16,39,6,black,good
134,136,131,grey,perfect
1,142,217,grey,perfect
169,168,117,green,poor
168,14,113,purple,good
133,122,132,brown,poor
162,94,90,red,poor
155,154,178,grey,good
167,28,19,red,perfect
102,131,64,green,good
47,210,141,green,poor
120,128,215,purple,perfect
160,123,90,brown,perfect
133,26,92,purple,poor
152,143,154,grey,good
57,55,61,black,perfect
8,57,117,blue,perfect
170,41,193,purple,perfect
200,158,29,orange,poor
20,22,41,black,perfect
75,170,89,green,perfect
32,24,25,black,perfect
175,45,183,purple,good
167,132,194,purple,good
27,56,152,blue,good
133,151,146,green,poor
212,171,171,purple,good
151,114,138,purple,perfect
123,76,21,brown,perfect
49,53,49,black,good
148,22,33,red,good
53,89,112,blue,perfect
165,65,64,red,good
56,107,110,blue,good
220,145,156,pink,poor
211,138,102,orange,good
226,130,95,orange,poor
73,88,65,green,good
104,100,143,purple,good
0,9,27,black,perfect
106,112,109,grey,poor
35,21,38,purple,poor
43,208,51,green,perfect
131,24,37,red,perfect
203,180,214,purple,good
102,200,84,green,perfect
248,244,240,white,good
76,35,164,purple,perfect
17,21,24,black,perfect
143,106,10,brown,poor
107,123,114,green,poor
17,76,208,blue,perfect
179,181,146,brown,poor
29,160,86,green,good
77,1,161,purple,perfect
65,200,197,blue,good
57,126,107,blue,poor
116,128,232,blue,poor
31,54,47,green,poor
201,196,203,purple,poor
45,0,12,brown,good
8,67,13,green,good
82,86,182,blue,good
44,126,78,green,perfect
155,223,179,green,poor
69,55,105,purple,good
190,46,161,purple,good
160,61,62,red,good
139,109,241,purple,perfect
208,161,206,pink,good
166,135,74,brown,good
173,182,192,grey,good
207,208,202,grey,poor
36,110,6,green,good
192,167,168,pink,poor
102,115,37,green,good
96,38,188,purple,perfect
18,2,32,black,perfect
18,64,9,green,good
155,176,186,blue,poor
36,49,8,green,poor
209,208,190,grey,good
48,75,82,blue,poor
34,84,40,green,good
130,61,179,purple,perfect
159,152,94,green,poor
137,112,9,black,good
112,72,120,purple,perfect
2,245,31,green,good
220,89,32,red,perfect
97,82,75,brown,good
12,4,4,black,perfect
119,142,112,green,poor
68,151,100,green,good
128,53,73,red,good
167,176,174,grey,perfect
143,83,169,purple,perfect
140,183,182,blue,poor
211,106,230,red,poor
200,204,205,grey,perfect
143,174,150,green,poor
17,34,56,black,perfect
148,51,137,red,poor
51,26,93,purple,perfect
9,199,212,blue,perfect
13,75,26,green,good
143,116,123,brown,perfect
211,218,239,grey,perfect
105,10,174,purple,perfect
182,210,184,green,poor
99,92,73,brown,good
70,84,82,grey,good
215,131,50,orange,perfect
100,90,116,purple,poor
39,91,91,blue,good
73,33,77,purple,good
200,172,170,pink,poor
28,84,155,blue,good
102,100,104,grey,perfect
7,23,10,black,perfect
151,61,158,purple,perfect
10,6,20,black,perfect
187,204,174,green,poor
165,73,101,red,good
76,117,194,blue,perfect
104,87,101,purple,poor
3,60,40,green,perfect
151,80,110,pink,good
47,132,93,green,good
99,112,225,blue,good
86,76,89,grey,good
69,71,47,green,poor
63,94,90,green,poor
28,76,57,green,perfect
159,19,108,purple,perfect
113,57,134,purple,perfect
91,78,189,purple,good
132,14,9,red,perfect
22,125,218,blue,perfect
182,72,13,orange,good
244,230,215,white,good
108,48,81,purple,perfect
137,6,161,purple,perfect
132,120,171,purple,good
90,81,31,green,good
118,96,193,purple,perfect
171,208,224,blue,good
146,147,147,grey,perfect
7,25,14,black,good
71,113,43,green,perfect
60,21,204,blue,perfect
20,17,6,black,perfect
83,192,122,green,good
193,87,96,red,good
122,114,111,grey,good
82,103,106,green,good
27,30,69,purple,good
182,69,33,orange,poor
102,153,183,blue,perfect
21,24,29,black,perfect
181,94,117,purple,poor
123,52,111,purple,perfect
146,123,1,yellow,poor
169,140,147,purple,poor
194,188,175,red,poor
194,185,218,purple,good
181,200,209,blue,good
178,23,5,red,perfect
93,52,88,purple,perfect
42,117,61,green,perfect
90,114,57,green,good
180,213,160,green,good
4,157,84,green,good
197,185,141,yellow,poor
57,87,78,blue,poor
209,234,202,green,poor
11,53,9,yellow,good
18,169,80,yellow,good
49,88,30,green,good
123,103,193,purple,good
7,19,15,black,good
149,155,155,grey,perfect
38,137,158,blue,good
216,193,207,pink,good
98,13,32,red,good
125,131,175,purple,poor
97,105,56,green,good
33,76,106,blue,good
112,144,200,blue,good
109,101,118,purple,poor
22,239,32,green,good
131,118,161,purple,good
11,83,74,green,poor
165,111,147,pink,poor
206,220,196,green,poor
46,4,87,purple,good
94,157,152,green,poor
151,153,136,grey,poor
144,164,190,blue,poor
165,209,88,green,good
15,2,11,black,perfect
192,22,89,red,good
31,39,34,black,good
57,30,222,blue,perfect
126,105,143,purple,perfect
186,166,144,brown,good
40,25,46,black,perfect
15,8,15,black,perfect
154,180,203,grey,poor
92,118,94,green,good
161,182,142,green,poor
69,13,131,purple,poor
48,154,112,green,good
54,62,69,grey,good
115,218,74,green,good
193,197,8,yellow,good
62,62,186,blue,good
121,173,187,grey,poor
27,5,30,black,perfect
53,165,63,green,good
150,108,113,pink,poor
224,170,180,pink,poor
180,219,231,grey,poor
147,140,134,brown,good
67,22,90,purple,poor
121,93,16,brown,good
63,28,91,purple,good
143,65,165,purple,perfect
209,227,212,grey,good
161,193,215,blue,poor
212,96,47,orange,poor
112,51,177,purple,poor
84,63,92,purple,poor
71,70,73,grey,good
211,224,106,yellow,poor
23,60,22,green,perfect
82,75,105,purple,poor
209,95,65,red,poor
7,13,5,black,perfect
152,215,137,green,good
139,136,144,grey,perfect
38,203,190,blue,good
27,26,50,blue,poor
116,116,113,grey,perfect
13,21,128,blue,perfect
67,84,196,blue,good
191,54,178,purple,perfect
59,163,134,green,poor
185,140,36,yellow,poor
144,103,105,purple,poor
33,175,65,green,perfect
130,99,57,brown,good
44,44,45,grey,poor
12,123,109,green,poor
183,63,99,purple,poor
38,64,35,green,good
144,157,199,white,poor
192,185,153,brown,poor
97,186,145,green,good
110,146,81,green,perfect
58,37,92,blue,good
16,104,21,green,perfect
168,154,176,pink,good
99,190,187,blue,good
230,203,221,pink,perfect
69,187,196,blue,perfect
69,142,82,green,perfect
194,90,32,orange,perfect
211,113,239,purple,perfect
57,53,232,blue,perfect
236,163,205,pink,perfect
66,33,0,black,perfect
50,46,46,black,perfect
3,11,39,black,perfect
37,206,122,green,perfect
205,122,8,orange,perfect
81,73,48,brown,good
22,70,85,blue,perfect
110,36,192,purple,perfect
140,144,160,grey,perfect
156,145,159,grey,perfect
228,201,167,brown,good
217,207,190,grey,poor
161,74,204,purple,perfect
84,64,64,black,perfect
130,109,223,purple,good
121,215,204,green,good
193,135,3,orange,poor
21,2,164,blue,perfect
13,213,182,green,good
4,6,32,black,perfect
95,38,97,purple,perfect
183,80,211,purple,good
210,202,212,grey,perfect
65,16,70,purple,perfect
176,153,40,yellow,good
165,193,195,blue,good
30,0,71,blue,poor
64,183,104,green,perfect
251,89,56,orange,perfect
223,170,212,pink,perfect
109,52,166,purple,perfect
131,152,49,green,good
164,172,173,grey,perfect
70,78,75,grey,perfect
29,150,181,blue,good
230,80,21,orange,perfect
106,75,33,brown,perfect
165,184,116,green,good
187,45,142,purple,poor
20,237,219,blue,good
214,206,225,grey,poor
73,77,56,green,poor
193,154,181,pink,good
46,69,74,grey,poor
74,62,109,purple,good
151,177,203,grey,good
50,193,60,green,perfect
96,156,23,green,perfect
156,168,179,grey,perfect
84,70,23,brown,good
4,55,43,green,good
233,244,128,yellow,good
213,30,118,pink,perfect
60,62,34,green,poor
90,90,99,grey,perfect
99,52,73,purple,good
178,185,186,grey,perfect
79,127,84,green,good
82,132,109,green,poor
135,104,118,purple,poor
127,210,82,green,perfect
158,217,166,green,good
73,73,74,grey,perfect
22,28,66,blue,good
33,149,204,blue,good
210,138,85,brown,good
101,18,115,purple,perfect
108,42,143,purple,perfect
226,54,202,pink,perfect
193,192,187,grey,perfect
171,75,107,purple,poor
85,135,107,green,poor
52,140,214,blue,perfect
125,116,144,purple,good
64,27,130,purple,perfect
132,53,133,purple,perfect
76,110,89,green,poor
57,17,64,purple,perfect
5,82,64,green,good
96,18,198,purple,perfect
174,42,117,pink,poor
33,188,148,green,poor
127,131,127,black,perfect
182,177,165,black,perfect
161,75,66,orange,poor
100,146,154,grey,poor
223,133,17,yellow,good
116,116,130,grey,perfect
200,118,183,pink,good
81,84,124,grey,poor
26,224,58,green,perfect
210,209,207,grey,perfect
105,183,116,green,good
76,110,97,green,poor
152,181,155,green,poor
88,99,157,blue,poor
84,3,96,purple,perfect
109,161,110,green,good
59,100,72,green,good
75,26,107,purple,perfect
170,166,168,grey,perfect
40,151,138,green,poor
154,190,173,green,poor
226,98,194,pink,perfect
40,127,8,green,perfect
52,63,49,green,good
69,175,62,green,perfect
95,82,188,purple,perfect
92,46,76,purple,perfect
182,118,150,pink,good
65,53,85,purple,perfect
173,126,117,brown,good
74,130,206,blue,good
8,46,54,green,poor
168,101,145,pink,poor
75,44,53,brown,poor
229,202,210,pink,perfect
184,175,180,grey,perfect
166,190,91,green,good
23,131,177,blue,perfect
84,95,144,blue,good
175,95,122,pink,poor
14,135,130,green,poor
43,23,79,blue,good
140,133,226,purple,good
115,143,84,green,good
108,182,97,green,good
132,134,135,grey,perfect
28,21,29,black,perfect
84,94,28,green,good
148,130,23,brown,poor
176,176,183,grey,good
118,196,157,green,poor
194,164,140,pink,poor
1,123,206,blue,perfect
116,85,150,purple,perfect
117,155,121,green,poor
56,142,150,blue,poor
75,57,49,brown,poor
140,142,154,grey,good
5,3,8,black,perfect
83,91,70,green,poor
225,118,224,pink,perfect
19,157,51,green,perfect
161,109,168,pink,good
80,129,104,green,poor
166,67,221,purple,good
47,183,144,green,poor
181,97,85,red,poor
123,48,86,red,poor
141,142,136,grey,good
104,136,136,grey,good
131,44,182,purple,perfect
193,128,28,orange,good
201,214,206,white,poor
210,127,86,orange,good
54,188,57,green,good
65,129,106,green,poor
189,98,11,orange,good
238,238,244,white,good
107,9,94,purple,poor
57,189,73,green,perfect
14,85,63,green,good
113,97,100,grey,good
60,122,133,blue,poor
61,94,40,green,good
158,231,132,green,good
24,83,204,blue,perfect
184,150,251,purple,poor
106,191,52,yellow,good
84,98,146,grey,poor
146,110,59,brown,good
139,216,3,green,good
200,160,137,pink,poor
123,33,206,purple,perfect
57,32,34,black,good
154,13,157,purple,perfect
179,172,184,grey,perfect
118,120,112,grey,good
75,24,100,purple,perfect
16,89,124,purple,poor
117,75,97,purple,good
201,75,194,purple,good
102,13,70,purple,poor
87,126,23,green,perfect
69,57,105,purple,poor
105,231,158,green,perfect
43,89,29,green,poor
158,130,215,purple,good
46,11,13,black,good
117,67,191,purple,good
128,134,130,grey,perfect
224,16,2,red,perfect
144,136,142,black,good
23,145,1,green,perfect
180,126,219,purple,good
4,125,141,green,poor
192,105,140,pink,poor
15,66,103,purple,poor
148,204,185,green,perfect
205,55,178,pink,good
91,144,109,green,perfect
55,23,33,black,perfect
87,34,42,black,good
35,56,202,blue,good
114,137,226,blue,perfect
94,19,112,purple,perfect
95,104,111,purple,perfect
108,121,165,purple,good
242,147,9,orange,perfect
1,129,113,green,perfect
233,62,20,red,perfect
55,68,53,red,poor
123,58,142,purple,perfect
180,60,58,red,good
64,111,106,blue,poor
86,180,126,green,good
181,215,154,green,good
15,84,38,green,good
133,63,150,purple,perfect
2,106,19,green,perfect
57,214,133,green,good
59,107,108,blue,poor
55,163,44,green,perfect
116,134,69,green,perfect
188,162,178,purple,good
50,10,30,brown,poor
8,43,12,green,good
225,167,218,purple,poor
107,156,199,blue,perfect
163,229,167,green,good
23,34,144,blue,perfect
230,112,37,orange,perfect
8,47,29,green,poor
70,66,83,purple,poor
3,15,34,black,good
150,44,107,purple,good
124,123,116,green,good
44,249,162,green,good
34,60,83,blue,good
81,106,73,green,good
75,177,214,blue,perfect
164,170,128,green,perfect
102,111,183,blue,perfect
48,53,52,green,poor
206,211,147,green,perfect
162,174,177,blue,perfect
66,85,70,green,perfect
45,101,57,green,perfect
142,157,150,grey,good
30,236,228,blue,perfect
133,138,43,green,perfect
16,33,25,grey,good
226,240,212,green,poor
186,34,9,red,good
107,58,65,purple,poor
73,34,66,purple,poor
13,21,12,black,good
182,185,202,white,good
200,213,217,white,good
11,93,149,blue,perfect
79,59,50,brown,good
32,132,115,green,good
21,36,26,grey,good
12,3,85,blue,perfect
117,50,15,brown,good
219,117,188,brown,good
81,214,210,blue,perfect
221,221,221,white,perfect
212,136,232,purple,good
177,21,223,purple,perfect
44,31,169,blue,perfect
154,106,150,purple,good
102,102,102,green,good
81,154,133,green,good
48,160,57,green,perfect
45,41,68,blue,poor
71,207,50,green,perfect
206,51,132,purple,good
121,105,121,white,good
79,145,52,green,perfect
97,209,211,blue,perfect
32,166,101,green,good
208,192,216,purple,good
175,166,78,green,good
49,58,82,blue,good
115,115,123,white,good
154,230,89,green,perfect
76,82,78,grey,perfect
75,56,2,brown,perfect
156,157,154,grey,good
98,62,56,brown,good
217,189,185,purple,good
129,129,130,grey,perfect
69,96,41,green,perfect
128,62,49,brown,poor
90,117,137,blue,poor
10,187,163,blue,poor
99,133,206,purple,poor
71,16,74,purple,good
107,115,183,purple,poor
37,36,29,black,good
72,63,63,black,poor
85,80,30,green,poor
122,204,112,green,good
197,18,130,pink,perfect
115,37,141,purple,perfect
38,33,17,black,perfect
201,222,96,green,poor
164,178,99,green,poor
16,24,28,black,perfect
174,180,209,purple,poor
206,207,205,grey,poor
222,175,175,pink,good
235,244,3,yellow,good
25,211,72,green,good
134,43,130,purple,good
189,189,189,grey,good
206,19,120,pink,perfect
101,132,24,green,good
64,54,51,grey,poor
53,52,56,grey,good
65,39,93,purple,good
14,129,74,green,good
88,91,80,grey,good
153,202,195,blue,good
33,30,24,black,perfect
17,22,26,black,perfect
110,117,28,green,poor
192,6,129,pink,perfect
165,93,90,pink,good
9,77,25,green,good
193,232,184,green,poor
218,204,19,yellow,poor
72,139,121,blue,good
65,27,63,purple,good
58,53,61,grey,good
161,145,169,purple,good
216,179,141,brown,good
189,174,115,brown,poor
71,56,23,brown,good
199,206,197,grey,poor
93,92,99,grey,good
138,234,185,blue,good
92,67,93,purple,good
138,136,138,grey,good
16,81,96,blue,good
162,25,146,purple,good
71,118,138,blue,good
22,29,84,blue,good
27,72,230,blue,perfect
156,133,151,purple,good
154,121,142,purple,good
91,86,221,purple,poor
180,121,79,brown,good
158,83,105,pink,poor
10,9,16,black,perfect
205,189,107,yellow,poor
139,154,164,grey,poor
240,6,241,pink,good
26,141,121,green,good
139,74,207,purple,good
43,103,7,green,good
181,38,181,purple,perfect
16,46,101,blue,poor
173,223,152,green,good
195,99,134,pink,good
1,126,33,green,perfect
83,12,105,purple,perfect
76,90,112,blue,poor
180,128,132,brown,poor
178,185,102,yellow,poor
